Gen.	 Aptitud Media	 Aptitud Peor	 Aptitud Mejor	 Individuo
0	 1822,06810	 4386,23880	  -7,34319
1	 1525,39014	 3562,19926	  -7,34319
2	 1172,23315	 3183,52413	  -7,34319
3	 867,07159	 2900,70251	  -7,34319
4	 576,83623	 1825,64908	  -7,34319
5	 394,56195	 1714,40673	  -7,34319
6	 238,12759	 1419,45917	  -7,34319
7	 102,22939	 355,66052	  -7,34319
8	  71,11259	 311,39726	  -7,34319
9	  44,42211	 150,06311	  -7,34319
10	  28,64091	  75,25884	  -7,74892
11	  25,56428	  60,47717	  -7,74892
12	  19,44686	  44,89568	  -7,74892
13	  14,24678	  44,49251	  -7,74892
14	  11,77884	  44,49251	  -7,74892
15	   6,54491	  44,49251	  -7,84682
16	   1,31098	  30,62933	  -7,84682
17	  -2,36233	  19,81316	  -7,84682
18	  -4,80253	   2,90627	  -7,84682
19	  -5,88513	  -0,69701	  -7,91974
20	  -6,33818	  -1,65112	  -7,91974
21	  -6,92836	  -4,58887	  -7,91974
22	  -7,22476	  -5,22754	  -7,91974
23	  -7,38793	  -6,10371	  -7,91974
24	  -7,57517	  -7,10512	  -7,97607
25	  -7,61713	  -7,22962	  -7,97607
26	  -7,67151	  -7,34319	  -7,97607
27	  -7,70444	  -7,47651	  -7,97607
28	  -7,72795	  -7,51730	  -7,97607
29	  -7,74030	  -7,55286	  -7,97607
30	  -7,75463	  -7,55286	  -7,97607
31	  -7,76659	  -7,64077	  -7,97607
32	  -7,78421	  -7,67243	  -7,97607
33	  -7,79574	  -7,67243	  -7,97607
34	  -7,80319	  -7,69619	  -7,97607
35	  -7,80548	  -7,71907	  -7,97607
36	  -7,81476	  -7,71907	  -7,97607
37	  -7,83483	  -7,74698	  -7,97607
38	  -7,84749	  -7,74892	  -7,97607
39	  -7,85218	  -7,77343	  -7,97607
40	  -7,85806	  -7,78775	  -7,97607
41	  -7,86643	  -7,79578	  -7,97607
42	  -7,87655	  -7,81191	  -7,97607
43	  -7,88398	  -7,81697	  -7,97607
44	  -7,88905	  -7,83222	  -7,97607
45	  -7,89381	  -7,84682	  -7,97607
46	  -7,89868	  -7,86659	  -7,97607
47	  -7,90159	  -7,87148	  -7,97607
48	  -7,90342	  -7,87461	  -7,97607
49	  -7,90619	  -7,88230	  -7,97607
50	  -7,90908	  -7,88620	  -7,97607
51	  -7,91244	  -7,88978	  -7,97607
52	  -7,91382	  -7,89561	  -7,97607
53	  -7,91429	  -7,89561	  -7,97607
54	  -7,91658	  -7,89702	  -7,97607
55	  -7,91885	  -7,90033	  -7,97607
56	  -7,92187	  -7,90359	  -7,97607
57	  -7,92342	  -7,90359	  -7,97607
58	  -7,92488	  -7,91125	  -7,97607
59	  -7,92565	  -7,91723	  -7,97607
60	  -7,92580	  -7,91817	  -7,97607
61	  -7,92592	  -7,91849	  -7,97607
62	  -7,92653	  -7,91864	  -7,97607
63	  -7,92661	  -7,91896	  -7,97607
64	  -7,92669	  -7,91911	  -7,97607
65	  -7,92673	  -7,91942	  -7,97607
66	  -7,92675	  -7,91942	  -7,97607
67	  -7,92677	  -7,91958	  -7,97607
68	  -7,92678	  -7,91958	  -7,97607
69	  -7,92704	  -7,91966	  -7,97607
70	  -7,92729	  -7,91966	  -7,97607
71	  -7,92766	  -7,91974	  -7,97607
72	  -7,92791	  -7,91974	  -7,97607
73	  -7,92827	  -7,91974	  -7,97607
74	  -7,92858	  -7,91974	  -7,97607
75	  -7,92924	  -7,92215	  -7,97607
76	  -7,92940	  -7,92218	  -7,97607
77	  -7,92960	  -7,92218	  -7,97607
78	  -7,92975	  -7,92279	  -7,97607
79	  -7,92983	  -7,92339	  -7,97607
80	  -7,93015	  -7,92339	  -7,97607
81	  -7,93046	  -7,92354	  -7,97607
82	  -7,92663	  -7,88402	  -7,97607
83	  -7,93070	  -7,92370	  -7,97607
84	  -7,93106	  -7,92415	  -7,97607
85	  -7,93115	  -7,92459	  -7,97607
86	  -7,93142	  -7,92471	  -7,97607
87	  -7,93159	  -7,92499	  -7,97607
88	  -7,93182	  -7,92527	  -7,97607
89	  -7,93212	  -7,92638	  -7,97607
90	  -7,93217	  -7,92602	  -7,97607
91	  -7,93226	  -7,92640	  -7,97607
92	  -7,93243	  -7,92645	  -7,97607
93	  -7,93249	  -7,92685	  -7,97607
94	  -7,93257	  -7,92707	  -7,97607
95	  -7,93261	  -7,92730	  -7,97607
96	  -7,93261	  -7,92730	  -7,97607
