Gen.	 Aptitud Media	 Aptitud Peor	 Aptitud Mejor	 Individuo
0	 3224,71420	 6710,26062	  94,23444
1	 2563,11158	 6644,03071	  94,23444
2	 1995,80590	 5758,71248	  94,23444
3	 1436,48398	 5222,76613	  94,23444
4	 951,29626	 3313,43907	  94,23444
5	 657,04125	 2706,60024	  94,23444
6	 442,29937	 970,97392	  94,23444
7	 390,02254	 970,97392	  94,23444
8	 337,74571	 532,69590	  94,23444
9	 284,54377	 532,69590	   0,67648
10	 233,63704	 448,20563	   0,67648
11	 190,20389	 448,20563	   0,67648
12	 146,23152	 370,88898	   0,67648
13	 131,64980	 370,88898	   0,67648
14	  97,20528	 293,42843	   0,67648
15	  67,14426	 225,07180	  -7,18180
16	  51,31919	 165,49327	  -7,18180
17	  34,00538	 120,71992	  -7,64484
18	  23,39521	  94,23444	  -7,64484
19	  13,52755	  66,08356	  -7,64484
20	   6,33284	  26,44376	  -7,64484
21	   3,75515	  23,62862	  -7,64484
22	   0,67411	  16,97296	  -7,64484
23	  -1,79909	  14,61822	  -7,75908
24	  -3,84727	   9,21950	  -7,75908
25	  -5,46338	   0,67648	  -7,75908
26	  -6,27809	  -2,43184	  -7,75908
27	  -6,75309	  -4,44217	  -7,75908
28	  -7,04288	  -5,86359	  -7,75908
29	  -7,25608	  -5,86359	  -7,99567
30	  -7,39748	  -6,94157	  -7,99567
31	  -7,50254	  -7,06555	  -7,99567
32	  -7,57570	  -7,18180	  -7,99567
33	  -7,65026	  -7,18180	  -7,99567
34	  -7,72994	  -7,34005	  -7,99567
35	  -7,79069	  -7,39383	  -7,99567
36	  -7,84842	  -7,47063	  -7,99567
37	  -7,90134	  -7,63569	  -7,99988
38	  -7,93610	  -7,75908	  -7,99988
39	  -7,95995	  -7,79711	  -7,99988
40	  -7,98015	  -7,92739	  -7,99988
41	  -7,98740	  -7,94753	  -7,99990
42	  -7,99263	  -7,97114	  -7,99990
43	  -7,99543	  -7,98331	  -7,99990
44	  -7,99632	  -7,98775	  -7,99990
45	  -7,99753	  -7,99217	  -7,99990
46	  -7,99784	  -7,99221	  -7,99990
47	  -7,99838	  -7,99523	  -7,99990
48	  -7,99872	  -7,99567	  -7,99990
49	  -7,99906	  -7,99751	  -7,99990
50	  -7,99922	  -7,99768	  -7,99990
51	  -7,99942	  -7,99856	  -7,99990
52	  -7,99952	  -7,99907	  -7,99990
53	  -7,99959	  -7,99910	  -7,99990
54	  -7,99968	  -7,99912	  -7,99998
55	  -7,99973	  -7,99915	  -7,99998
56	  -7,99979	  -7,99961	  -7,99998
57	  -7,99981	  -7,99961	  -7,99998
58	  -7,99982	  -7,99961	  -7,99998
59	  -7,99985	  -7,99970	  -7,99998
60	  -7,99987	  -7,99977	  -7,99998
61	  -7,99988	  -7,99978	  -7,99998
62	  -7,99788	  -7,97987	  -7,99998
63	  -7,99980	  -7,99912	  -7,99998
64	  -7,89755	  -6,97658	  -7,99998
65	  -7,99989	  -7,99978	  -7,99998
66	  -7,99990	  -7,99984	  -7,99998
67	  -7,99990	  -7,99984	  -7,99998
68	  -7,99991	  -7,99984	  -7,99998
69	  -7,99991	  -7,99987	  -7,99998
70	  -7,99991	  -7,99988	  -7,99998
71	  -7,99992	  -7,99988	  -7,99998
72	  -7,99992	  -7,99989	  -7,99998
73	  -7,99993	  -7,99989	  -7,99998
74	  -7,99993	  -7,99990	  -7,99998
75	  -7,99993	  -7,99990	  -7,99998
76	  -7,99993	  -7,99991	  -7,99998
77	  -7,99994	  -7,99991	  -7,99998
78	  -7,99994	  -7,99992	  -7,99998
79	  -7,99991	  -7,99967	  -7,99998
80	  -7,99994	  -7,99992	  -7,99998
81	  -7,99994	  -7,99993	  -7,99998
82	  -7,99994	  -7,99993	  -7,99998
83	  -7,99995	  -7,99994	  -7,99998
84	  -7,99995	  -7,99994	  -7,99998
