Gen.	 Aptitud Media	 Aptitud Peor	 Aptitud Mejor	 Individuo
0	 2228,09545	 7423,04190	  -2,69451
1	 1563,91997	 4301,17544	  -2,69451
2	 1161,27467	 3495,96037	  -2,69451
3	 840,76002	 2615,75700	  -2,69451
4	 611,27460	 2174,52042	  -2,69451
5	 397,35815	 1694,65914	  -2,69451
6	 256,43426	 781,28719	  -2,69451
7	 177,51983	 321,37534	  -7,85706
8	 173,92432	 290,81382	  -7,85706
9	 155,59485	 290,34133	  -7,85706
10	 139,68916	 285,42021	  -7,85706
11	 110,87769	 285,42021	  -7,85706
12	  83,78344	 280,54001	  -7,85706
13	  58,40395	 265,24326	  -7,85706
14	  31,11289	 130,89782	  -7,85706
15	  18,41637	 107,51908	  -7,85706
16	   9,85147	  35,74254	  -7,85706
17	   6,52413	  26,74518	  -7,85706
18	   4,37067	  21,87008	  -7,85706
19	   1,78990	  16,66005	  -7,85706
20	   0,15268	  14,47768	  -7,85706
21	  -0,83874	   5,21052	  -7,85706
22	  -1,47043	   4,56344	  -7,85706
23	  -2,32053	   3,93262	  -7,85706
24	  -2,97529	   2,46919	  -7,85706
25	  -3,81484	   0,28786	  -7,85706
26	  -4,03627	  -1,10635	  -7,85706
27	  -4,25931	  -1,92638	  -7,85706
28	  -4,43090	  -2,61500	  -7,85706
29	  -4,61908	  -2,69451	  -7,85706
30	  -4,96246	  -2,69451	  -7,85706
31	  -5,30584	  -3,33676	  -7,85706
32	  -5,47364	  -3,64235	  -7,85706
33	  -5,75953	  -3,93759	  -7,85706
34	  -5,90338	  -3,93759	  -7,85706
35	  -6,07000	  -4,49672	  -7,85706
36	  -6,18071	  -5,01473	  -7,85706
37	  -6,39816	  -5,37600	  -7,85706
38	  -6,54770	  -5,60382	  -7,85706
39	  -6,57995	  -5,60388	  -7,85706
40	  -6,71787	  -5,92628	  -7,85706
41	  -6,79659	  -5,92628	  -7,85706
42	  -6,82219	  -6,12834	  -7,85706
43	  -6,88873	  -6,12834	  -7,85706
44	  -6,91935	  -6,12834	  -7,85706
45	  -7,04040	  -6,43454	  -7,85706
46	  -7,10561	  -6,50130	  -7,85706
47	  -7,15000	  -6,71342	  -7,85706
48	  -7,21255	  -6,79372	  -7,85706
49	  -7,25496	  -6,87144	  -7,85706
50	  -7,27648	  -6,94526	  -7,85706
51	  -7,29582	  -6,98317	  -7,85706
52	  -7,31538	  -7,08663	  -7,85706
53	  -7,33092	  -7,08663	  -7,85706
54	  -7,34526	  -7,13866	  -7,85706
55	  -7,35387	  -7,17872	  -7,85706
56	  -7,36513	  -7,18916	  -7,85706
57	  -7,37231	  -7,21261	  -7,85706
58	  -7,40609	  -7,23000	  -7,85706
59	  -7,41071	  -7,23000	  -7,85706
60	  -7,41924	  -7,24207	  -7,85706
61	  -7,44690	  -7,26096	  -7,85706
62	  -7,46362	  -7,27621	  -7,85706
63	  -7,46989	  -7,29129	  -7,85706
64	  -7,47201	  -7,31529	  -7,85706
65	  -7,48545	  -7,33887	  -7,85706
66	  -7,50170	  -7,33887	  -7,85706
67	  -7,50170	  -7,33887	  -7,85706
